City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,Avg Temp,Avg dew point,Avg humidity,Avg windspeed,Avg pressure,,,,,,,,,,,
Thiruvananthapuram,01-01-2018,64.62,88.43,1.88,8.79,6.13,8.34,1.28,3.51,46.69,7.79,2.62,106,Moderate,82.3,74.3,78.1,3.8,29.5,,,,,,,,,,,
Thiruvananthapuram,02-01-2018,64.43,88.75,1.96,7.51,5.59,9.27,1.32,3.29,44.93,7.79,2.62,119,Moderate,82.4,76,81.4,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,03-01-2018,57.45,78.75,1.89,10.46,7.11,11.36,1.36,6.04,67.08,7.79,2.62,99,Satisfactory,82.5,74,76.5,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,04-01-2018,67,90.64,1.94,16.88,10.52,9.93,1.4,5.21,48.75,7.79,2.62,106,Moderate,82.1,72.3,72.7,3.8,29.6,,,,,,,,,,,
Thiruvananthapuram,05-01-2018,76.69,118,1.98,15.1,9.62,11.15,1.32,7.36,46.77,7.79,2.62,145,Moderate,82,70.1,67.4,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,06-01-2018,83.73,117.45,1.92,16.16,10.12,11.25,1.32,8.37,63.19,7.79,2.62,155,Moderate,80.9,70.8,72.7,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,07-01-2018,78.68,101.17,1.9,10.07,6.9,10.54,1.27,6.67,59.76,7.79,2.62,186,Moderate,80.6,72.2,75.5,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,08-01-2018,69.38,95.2,1.98,17.84,10.93,10.15,1.69,6.81,55.21,7.79,2.62,127,Moderate,80.3,71.7,75.3,4,29.6,,,,,,,,,,,
Thiruvananthapuram,09-01-2018,83.7,115.88,1.89,18.3,11.15,11.01,1.55,6.16,40.89,7.79,2.62,137,Moderate,81.2,73.9,79.3,3.6,29.6,,,,,,,,,,,
Thiruvananthapuram,10-01-2018,81.02,109.22,1.83,15.68,9.77,10.88,1.58,7.43,35.72,7.79,2.62,169,Moderate,83,74.9,77.4,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,11-01-2018,51.42,71.31,1.89,15.84,9.68,7.89,1.57,5.36,39,7.79,2.62,123,Moderate,82.5,73.4,74.7,4.3,29,,,,,,,,,,,
Thiruvananthapuram,12-01-2018,53.08,71.91,1.87,15.32,9.51,7.09,1.59,4.72,69.77,7.79,2.62,157,Moderate,83.4,75.2,76.4,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,13-01-2018,47.04,67.32,1.88,14.84,9.35,7.43,1.58,5.48,35.78,7.79,2.62,127,Moderate,82.8,76.1,80.2,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,14-01-2018,38.06,53.93,1.91,10.5,7.08,6.23,1.25,4.52,56.36,7.79,2.62,120,Moderate,80.2,71.7,75.8,4,29.6,,,,,,,,,,,
Thiruvananthapuram,15-01-2018,50.17,72.73,1.88,15.14,9.49,6.37,1.58,6.34,49.1,7.79,2.62,162,Moderate,81.6,74.3,78.8,3.8,29.6,,,,,,,,,,,
Thiruvananthapuram,16-01-2018,72.69,95.26,1.79,17.55,10.75,6.73,1.54,5.81,17.45,7.79,2.62,108,Moderate,81.2,72.7,76.3,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,17-01-2018,80.8,109.18,1.94,15.92,10.02,7.53,1.6,7.96,85.18,7.79,2.62,182,Moderate,81.3,72.5,74.5,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,18-01-2018,72.59,102.56,1.84,14.03,8.88,9.28,1.56,5.14,71.98,7.79,2.62,163,Moderate,81.5,68.9,66.9,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,19-01-2018,67.73,98.15,1.92,16.13,10.15,9.1,1.4,8.08,55.7,7.79,2.62,120,Moderate,81,70.1,70.5,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,20-01-2018,81.25,115.98,1.94,18.91,11.55,9.12,1.47,8.59,71.96,7.79,2.62,125,Moderate,79.9,71.8,77,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,21-01-2018,88.14,118.82,1.93,12.51,8.2,10.24,1.48,7.23,83.6,7.79,2.62,204,Poor,80.8,72,74.5,4,29.6,,,,,,,,,,,
Thiruvananthapuram,22-01-2018,83.84,115.3,1.84,17.52,10.76,9.42,1.8,5.24,82.67,7.79,2.62,183,Moderate,80.5,71.8,74.5,4.1,29.6,,,,,,,,,,,
Thiruvananthapuram,23-01-2018,84.45,120.64,1.92,16.8,9.58,8.35,1.68,6.63,72.01,7.79,2.62,183,Moderate,81.6,73.4,76.8,4,29.6,,,,,,,,,,,
Thiruvananthapuram,24-01-2018,79.84,112.83,1.7,13.4,8.48,9.33,1.17,5.65,61.27,7.79,2.62,170,Moderate,82.4,75.8,81.1,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,25-01-2018,57.42,84.26,1.54,11.85,7.51,7.65,0.91,5.66,33.61,7.79,2.62,132,Moderate,82.8,74,75.8,4.7,29.5,,,,,,,,,,,
Thiruvananthapuram,26-01-2018,55.36,89.49,1.69,14.22,8.92,6.62,0.89,7.52,32.93,7.79,2.62,92,Satisfactory,82.4,73.2,75,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,27-01-2018,61.78,99.88,1.67,11.75,7.61,7.78,0.88,9.01,49.57,7.79,2.62,99,Satisfactory,82.5,73.9,76.1,5,29.6,,,,,,,,,,,
Thiruvananthapuram,28-01-2018,49.7,71.88,1.67,13.8,8.7,6.94,0.92,6.7,35.46,7.79,2.62,93,Satisfactory,78.7,73.2,83.7,3.7,29.6,,,,,,,,,,,
Thiruvananthapuram,29-01-2018,70.43,99.08,1.76,16.42,10.13,5.49,1.18,6.18,50.39,7.79,2.62,112,Moderate,82.2,74.3,77.7,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,30-01-2018,68.26,96.6,1.75,12.11,7.84,6.18,0.92,4.95,52.8,7.79,2.62,121,Moderate,83.7,74.7,75.7,5.7,29.6,,,,,,,,,,,
Thiruvananthapuram,31-01-2018,65.86,107.96,1.78,14.05,8.93,5.91,1.16,7.95,63.42,7.79,2.62,130,Moderate,84.1,72.8,69,4.6,29.6,,,,,,,,,,,
Thiruvananthapuram,01-02-2018,75.74,114.76,1.82,9.16,6.26,5.89,1.14,5.4,51.89,7.79,2.62,144,Moderate,82.6,73.5,74.3,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,02-02-2018,64.95,102.16,1.91,21.42,5.83,3.97,1.06,6.28,62.62,7.79,2.62,132,Moderate,83.5,67.9,61.6,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,03-02-2018,54.76,96.7,1.65,16.6,10.17,8.29,0.96,8.15,68.96,7.79,2.62,124,Moderate,82.3,67.3,61.3,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,04-02-2018,56.47,95.27,1.69,12.04,7.77,7.38,0.9,7.65,73.09,7.79,2.62,111,Moderate,82.3,72.5,72.9,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,05-02-2018,55.14,93.88,1.67,12.09,7.76,6.82,0.94,7.87,61.4,7.79,2.62,100,Satisfactory,83.4,74.9,76.2,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,06-02-2018,52.43,89.88,1.71,11.41,7.45,5.81,0.91,7.27,52.53,7.79,2.62,96,Satisfactory,83.9,75,75.5,5.7,29.6,,,,,,,,,,,
Thiruvananthapuram,07-02-2018,41.4,71.72,1.79,11.18,7.41,4.84,0.94,4.22,47.85,7.79,2.62,80,Satisfactory,82.2,74.5,77.7,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,08-02-2018,30.24,47.29,1.66,14.71,9.07,4.22,0.89,5.42,36.32,7.79,2.62,66,Satisfactory,83.7,75.6,77.3,5.5,29.6,,,,,,,,,,,
Thiruvananthapuram,09-02-2018,42.41,63.08,1.81,15.58,9.72,4.92,0.95,6.25,51.88,7.79,2.62,80,Satisfactory,83.5,74.6,76.1,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,10-02-2018,42.91,65.34,1.83,12.29,7.92,5.96,0.95,3.92,45.62,7.79,2.62,71,Satisfactory,83.6,75.3,76.9,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,11-02-2018,41.06,70.25,1.82,20.97,12.65,5.38,0.88,4.78,38.89,7.79,2.62,72,Satisfactory,83.3,76.1,79.8,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,12-02-2018,45.67,77.5,1.77,21.56,11.58,5.45,1.05,27.65,46.7,7.79,2.62,72,Satisfactory,83.7,74.4,74.9,4.4,29.7,,,,,,,,,,,
Thiruvananthapuram,13-02-2018,55.79,86.42,1.72,19.57,11.81,8.94,0.94,6.77,48.7,7.79,2.62,92,Satisfactory,83.9,76.3,78.8,4.4,29.7,,,,,,,,,,,
Thiruvananthapuram,14-02-2018,62.38,95.91,1.71,18.51,11.2,8.47,0.93,6.77,50.03,7.79,2.62,94,Satisfactory,83.7,71.8,68.8,4.1,29.7,,,,,,,,,,,
Thiruvananthapuram,15-02-2018,41.22,84.58,1.67,20.75,12.31,7.17,1.08,5.26,49.33,7.79,2.62,99,Satisfactory,84.2,72.9,69.3,4.3,29.7,,,,,,,,,,,
Thiruvananthapuram,16-02-2018,45.86,72.11,1.57,20.96,12.37,6.63,1.04,4.7,54.5,7.79,2.62,82,Satisfactory,84.6,73.2,70.5,4.2,29.7,,,,,,,,,,,
Thiruvananthapuram,17-02-2018,52.27,82.45,1.65,18.84,11.31,6.34,1.14,7.58,56.25,7.79,2.62,88,Satisfactory,83.8,72.7,70.1,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,18-02-2018,54.22,82.58,1.79,14.43,9.13,6.59,0.91,7.27,68.39,7.79,2.62,105,Moderate,83.3,73.1,72.6,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,19-02-2018,60.38,93.06,1.69,19.02,11.44,7.78,1.03,7.37,68.23,7.79,2.62,107,Moderate,83.2,72.1,70.1,4.6,29.6,,,,,,,,,,,
Thiruvananthapuram,20-02-2018,58.11,89.44,1.56,19.72,11.74,7.37,1.09,7.71,61.85,7.79,2.62,105,Moderate,82.7,71.9,70.6,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,21-02-2018,62.07,101.58,1.68,20.39,12.2,7.39,1.07,6.9,55.37,7.79,2.62,112,Moderate,82.1,71.5,70.5,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,22-02-2018,47.75,89.49,1.67,17.82,10.8,7.27,0.88,9.69,63.23,7.79,2.62,96,Satisfactory,82.4,72.3,72.3,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,23-02-2018,41.55,90.78,1.69,20.09,12.02,6.86,0.98,8.05,55.44,7.79,2.62,94,Satisfactory,82.5,73,74.3,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,24-02-2018,51.15,90.74,1.63,18.48,11.06,8.57,1.02,8.96,55.15,7.79,2.62,93,Satisfactory,83.6,74,74.8,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,25-02-2018,51.15,90.74,1.63,18.48,11.06,8.57,1.02,8.96,55.15,7.79,2.62,84,Satisfactory,84.8,73.4,69.7,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,26-02-2018,25.23,59.71,1.6,15.64,9.58,8.06,1.04,8.59,55.48,7.79,2.62,84,Satisfactory,84.7,71.5,65.3,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,27-02-2018,36.46,72.7,1.7,15.34,9.49,7.58,0.87,7.94,45,7.79,2.62,77,Satisfactory,84.8,73.4,69.3,5.5,29.5,,,,,,,,,,,
Thiruvananthapuram,28-02-2018,30.47,63.66,1.69,16.4,10.1,6.49,0.9,8.48,49.22,7.79,2.62,78,Satisfactory,86.7,72.4,63.5,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,01-03-2018,27.73,68.91,1.59,15.53,9.56,6.34,1.02,6.84,40.94,7.79,2.62,70,Satisfactory,86.3,74.6,69.3,5.8,29.5,,,,,,,,,,,
Thiruvananthapuram,02-03-2018,36.2,69.71,1.68,13.31,8.43,5.54,1.06,7.48,44.56,7.79,2.62,79,Satisfactory,84.7,75.3,74.7,5.4,29.5,,,,,,,,,,,
Thiruvananthapuram,03-03-2018,39.89,72.3,1.71,13.26,8.42,5.51,0.96,10.33,55.98,7.79,2.62,85,Satisfactory,84.5,73.7,71.1,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,04-03-2018,57.24,92.26,1.69,13.21,8.38,6.03,0.96,8.62,62.81,7.79,2.62,98,Satisfactory,84.4,74.8,74.2,4.4,29.5,,,,,,,,,,,
Thiruvananthapuram,05-03-2018,46.58,94.17,1.62,13.94,8.7,7.11,1.05,8.75,53.78,7.79,2.62,95,Satisfactory,84.9,74.2,71.7,5,29.6,,,,,,,,,,,
Thiruvananthapuram,06-03-2018,56.15,95.3,1.62,13.27,8.35,6.97,1.05,7.85,50.74,7.79,2.62,94,Satisfactory,84.1,76.7,79.2,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,07-03-2018,57.18,91.27,1.62,14.89,9.23,6.99,1.08,7.87,51.6,7.79,2.62,97,Satisfactory,84,76.6,79,4,29.6,,,,,,,,,,,
Thiruvananthapuram,08-03-2018,52.59,91.55,1.64,15.59,9.61,5.51,1.12,5.89,47.42,7.79,2.62,90,Satisfactory,84.2,74.8,74.5,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,09-03-2018,56.09,90.79,1.65,11.94,7.44,6.04,1.1,8.26,51.29,7.79,2.62,91,Satisfactory,84.8,75.4,74.4,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,10-03-2018,52.85,89.77,1.64,15.05,9.29,5.68,1.04,9.76,59.25,7.79,2.62,92,Satisfactory,84.9,73.8,70.7,5.7,29.6,,,,,,,,,,,
Thiruvananthapuram,11-03-2018,60.8,95.27,1.73,16.69,10.29,5.21,0.98,14.94,77.58,7.79,2.62,112,Moderate,84.8,70.8,63.9,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,12-03-2018,44.16,74.65,1.66,15.94,9.79,4.27,1.18,10.69,41.66,7.79,2.62,95,Satisfactory,85.1,74.3,71.5,4.1,29.6,,,,,,,,,,,
Thiruvananthapuram,13-03-2018,25.16,41.85,1.63,15.51,9.43,3.63,1.22,4.27,27.62,7.79,2.62,89,Satisfactory,81.8,76.6,84.5,5,29.6,,,,,,,,,,,
Thiruvananthapuram,14-03-2018,18.74,36.01,1.55,11.66,7.47,4.69,0.94,5.86,29.59,7.79,2.62,69,Satisfactory,84,75.5,76.9,7.3,29.6,,,,,,,,,,,
Thiruvananthapuram,15-03-2018,13.15,27.9,1.65,8.65,5.92,4.97,0.76,4.85,29.45,7.79,2.62,55,Satisfactory,84.8,77.5,79.4,6.4,29.6,,,,,,,,,,,
Thiruvananthapuram,16-03-2018,17.31,32.91,1.57,8.18,5.45,5.47,1,4.3,28.14,7.79,2.62,60,Satisfactory,85.4,77.4,77.3,5,29.6,,,,,,,,,,,
Thiruvananthapuram,17-03-2018,20.51,38.78,1.71,11.64,7.5,5.31,0.87,5.38,33.22,7.79,2.62,62,Satisfactory,85.7,76.2,74.1,5.5,29.6,,,,,,,,,,,
Thiruvananthapuram,18-03-2018,27.78,45.87,1.63,13.71,8.61,3.66,1,4.79,33.06,7.79,2.62,65,Satisfactory,84.3,78.8,83.5,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,19-03-2018,22.23,40.88,1.56,13.36,8.26,4.15,1.15,6.05,31.39,7.79,2.62,74,Satisfactory,85,77.4,78.4,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,20-03-2018,40.89,66.78,1.74,15.58,9.7,5.47,1.18,5.52,42.72,7.79,2.62,78,Satisfactory,84.8,77.3,78.6,3.8,29.6,,,,,,,,,,,
Thiruvananthapuram,21-03-2018,42.91,66.95,1.66,13.82,8.68,5.71,1.17,5.64,40.37,7.79,2.62,78,Satisfactory,85.4,78.7,80.7,6.8,29.6,,,,,,,,,,,
Thiruvananthapuram,22-03-2018,30.46,58.81,1.73,9.81,6.61,4.87,1.1,6.17,42.66,7.79,2.62,71,Satisfactory,85.8,77.6,76.8,8.6,29.6,,,,,,,,,,,
Thiruvananthapuram,23-03-2018,31.97,76.01,1.67,9.99,6.63,4.58,1.12,5.32,38.36,7.79,2.62,68,Satisfactory,85.9,76.8,74.8,8.8,29.5,,,,,,,,,,,
Thiruvananthapuram,24-03-2018,30.17,81.22,1.68,12.55,7.86,4.23,0.93,5.45,33.2,7.79,2.62,82,Satisfactory,86.3,78.6,78.2,6.5,29.6,,,,,,,,,,,
Thiruvananthapuram,25-03-2018,41.77,84.28,1.66,13.53,8.56,5.2,1.19,4.98,41.53,7.79,2.62,82,Satisfactory,85.1,77,77.2,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,26-03-2018,44.52,77.71,1.72,16.65,10.22,5.18,1.18,5.59,54.65,7.79,2.62,97,Satisfactory,85.7,74.5,70.2,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,27-03-2018,43.41,71.97,1.63,14.58,9.05,4.77,1.47,5.05,46.2,7.79,2.62,90,Satisfactory,86.2,76.1,72.6,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,28-03-2018,24.17,40.97,1.75,14.6,8.31,4.49,1.82,10.06,24.33,7.79,2.62,105,Moderate,86,76.9,74.3,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,29-03-2018,35.1,61.25,1.77,14.14,8.95,6.25,1.36,5.43,35.77,7.79,2.62,91,Satisfactory,86.9,77,72.5,7.3,29.6,,,,,,,,,,,
Thiruvananthapuram,30-03-2018,40.45,77.14,1.74,8.64,6.01,5.94,2.59,4.5,43.01,7.79,2.62,104,Moderate,87,76.4,70.7,11.6,28.3,,,,,,,,,,,
Thiruvananthapuram,31-03-2018,38.5,76.18,1.71,10.19,6.82,5.34,2.99,5.8,41.97,7.79,2.62,130,Moderate,87.1,75.5,68.8,8.4,29.6,,,,,,,,,,,
Thiruvananthapuram,01-04-2018,27.92,64.64,1.72,9.95,6.69,4.08,0.8,8.77,42.71,7.79,2.62,74,Satisfactory,85.8,75.1,71.5,5.1,29.5,,,,,,,,,,,
Thiruvananthapuram,02-04-2018,28.27,63.12,1.77,8.04,5.71,3.87,0.82,7.8,42.65,7.79,2.62,64,Satisfactory,82.2,72.5,69.5,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,03-04-2018,33.99,67.92,1.66,11.49,7.43,4.21,0.89,6.01,60,7.79,2.62,93,Satisfactory,85.2,76.1,74.9,6.5,29.5,,,,,,,,,,,
Thiruvananthapuram,04-04-2018,32.84,61.69,1.68,13.51,8.43,4.08,0.97,7.72,56.52,7.79,2.62,137,Moderate,86.3,76.9,74,5.3,29.5,,,,,,,,,,,
Thiruvananthapuram,05-04-2018,43.66,78.18,1.64,10.07,6.71,4.47,0.99,8.52,43.56,7.79,2.62,72,Satisfactory,87.4,78.2,74,5.9,29.5,,,,,,,,,,,
Thiruvananthapuram,06-04-2018,33.37,72.54,1.8,12.99,8.3,4.81,1.01,11.26,55.6,7.79,2.62,72,Satisfactory,87.5,77.9,73.2,5.2,29.5,,,,,,,,,,,
Thiruvananthapuram,07-04-2018,42.99,73.04,1.72,11.27,7.38,5.08,0.92,7.86,67.81,7.79,2.62,121,Moderate,86.3,76.8,72.7,6.4,29.5,,,,,,,,,,,
Thiruvananthapuram,08-04-2018,25.7,45.04,1.67,8.42,5.81,4.97,0.83,6.31,51.95,7.79,2.62,122,Moderate,86.8,77.5,73.7,4.8,29.5,,,,,,,,,,,
Thiruvananthapuram,09-04-2018,20.2,39.62,1.7,9.04,6.2,4.61,0.86,4.92,52.8,7.79,2.62,126,Moderate,86.6,77.8,74.8,5.3,29.5,,,,,,,,,,,
Thiruvananthapuram,10-04-2018,15.2,35.43,1.94,10.9,7.33,4.31,0.95,6.68,36.52,7.79,2.62,73,Satisfactory,86.8,76.4,71.5,5,29.5,,,,,,,,,,,
Thiruvananthapuram,11-04-2018,19.23,38.12,2.67,9.67,7.21,4.63,0.95,6.59,62.71,7.79,2.62,160,Moderate,84.8,76.1,76.6,5.9,29.5,,,,,,,,,,,
Thiruvananthapuram,12-04-2018,18.61,32.92,3.44,9.08,7.27,3.98,0.86,6.4,33.77,7.79,2.62,62,Satisfactory,84.4,75.7,76.1,6.1,29.5,,,,,,,,,,,
Thiruvananthapuram,13-04-2018,15.54,30.35,2.63,14.89,10.05,3.7,1.12,5.33,28.84,7.79,2.62,84,Satisfactory,81.4,76.3,85.3,4,29.6,,,,,,,,,,,
Thiruvananthapuram,14-04-2018,9.71,25.04,2.73,10.86,8,5.17,0.82,5.77,36.91,7.79,2.62,61,Satisfactory,85.3,76.3,75,5.7,29.5,,,,,,,,,,,
Thiruvananthapuram,15-04-2018,17.78,31.97,2.78,11.68,8.47,3.85,0.84,5.38,33.24,7.79,2.62,58,Satisfactory,83.3,77.3,82,4,29.6,,,,,,,,,,,
Thiruvananthapuram,16-04-2018,17.81,32.97,2.76,12.86,9.06,4.23,0.88,5.76,35.33,7.79,2.62,60,Satisfactory,85.9,75.5,72.2,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,17-04-2018,21.46,37.77,2.73,14.32,9.84,4.07,0.95,6.29,29.03,7.79,2.62,62,Satisfactory,84.6,77.3,79.2,3.7,29.6,,,,,,,,,,,
Thiruvananthapuram,18-04-2018,30.07,56.12,2.77,18.95,12.32,3.96,1.13,5.61,32.06,7.79,2.62,71,Satisfactory,83.5,77.3,81.5,3.3,29.6,,,,,,,,,,,
Thiruvananthapuram,19-04-2018,19.84,41.6,2.79,12.49,8.92,4.44,0.94,5.74,34.88,7.79,2.62,66,Satisfactory,86.1,78.4,78,6,29.5,,,,,,,,,,,
Thiruvananthapuram,20-04-2018,16.04,37.06,2.67,14.91,10.11,3.72,0.99,5.67,34.04,7.79,2.62,61,Satisfactory,85.5,79.4,81.8,5.5,29.5,,,,,,,,,,,
Thiruvananthapuram,21-04-2018,26.07,52.84,2.67,14.21,9.72,3.99,0.95,7.09,42.16,7.79,2.62,66,Satisfactory,87.6,80.5,79.3,5.6,29.5,,,,,,,,,,,
Thiruvananthapuram,22-04-2018,28.02,53.8,2.64,11.86,8.46,3.93,0.83,6.37,37.8,7.79,2.62,58,Satisfactory,85.1,77.9,77,5.7,28.9,,,,,,,,,,,
Thiruvananthapuram,23-04-2018,26.83,58.59,2.64,13.39,9.24,3.85,0.88,7.11,43.28,7.79,2.62,65,Satisfactory,87.6,75.6,67.9,7.5,29.5,,,,,,,,,,,
Thiruvananthapuram,24-04-2018,21.79,57.52,2.76,9.46,7.24,3.21,0.85,6.11,39.92,7.79,2.62,62,Satisfactory,86.7,76.5,72.4,7.3,29.5,,,,,,,,,,,
Thiruvananthapuram,25-04-2018,24.34,52.44,2.81,12.39,8.88,3.42,0.78,4.82,44.63,7.79,2.62,60,Satisfactory,84.5,75.1,72.7,7.2,29.5,,,,,,,,,,,
Thiruvananthapuram,26-04-2018,29.15,72.46,2.76,12.32,8.8,3.41,0.88,6.16,45.22,7.79,2.62,62,Satisfactory,87.6,76.4,69.5,7.5,29.5,,,,,,,,,,,
Thiruvananthapuram,27-04-2018,35.06,72.5,2.85,14.31,9.88,3.14,0.93,6.46,44.64,7.79,2.62,83,Satisfactory,85.7,78.6,79.3,4.8,29.5,,,,,,,,,,,
Thiruvananthapuram,28-04-2018,35.77,68.55,2.71,14.79,10,2.83,1.12,5.78,38.39,7.79,2.62,70,Satisfactory,84.9,78.8,81.8,4,29.6,,,,,,,,,,,
Thiruvananthapuram,29-04-2018,46.14,76.45,2.84,11.89,8.64,3.24,1.03,7.98,40.11,7.79,2.62,78,Satisfactory,86.8,79,77.8,5.5,29.5,,,,,,,,,,,
Thiruvananthapuram,30-04-2018,29.38,59.65,2.91,11.71,8.61,3.37,0.86,6.53,42.29,7.79,2.62,65,Satisfactory,88.6,79.2,73.3,9.5,29.5,,,,,,,,,,,
Thiruvananthapuram,01-05-2018,23.65,53.26,2.94,8.97,7.16,3.41,0.77,6.11,41.94,7.79,2.62,61,Satisfactory,87.6,77.9,72.6,8.5,29.5,,,,,,,,,,,
Thiruvananthapuram,02-05-2018,64.52,56.07,2.82,9.89,7.55,2.91,0.84,5.52,43.25,7.79,2.62,65,Satisfactory,87.7,77.3,71.5,8.4,29.5,,,,,,,,,,,
Thiruvananthapuram,03-05-2018,22.42,50.04,2.82,12.9,9.16,3.45,0.91,5.02,51.25,7.79,2.62,65,Satisfactory,87,77,72.4,7.5,29.5,,,,,,,,,,,
Thiruvananthapuram,04-05-2018,28.82,55.18,2.78,9.75,7.44,3.67,0.89,6.05,55.05,7.79,2.62,70,Satisfactory,86.4,77.6,75.2,5.8,29.5,,,,,,,,,,,
Thiruvananthapuram,05-05-2018,26.48,46.4,2.98,9.51,7.47,3.76,0.89,6.5,58.65,7.79,2.62,82,Satisfactory,84,78.5,84.1,5.5,29.6,,,,,,,,,,,
Thiruvananthapuram,06-05-2018,18.29,30.75,2.86,9.51,7.39,3.1,0.86,5.61,38.56,7.79,2.62,58,Satisfactory,84.2,77.3,80.6,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,07-05-2018,16.81,30.01,2.87,11.28,8.33,2.83,0.87,6.59,35.64,7.79,2.62,60,Satisfactory,84.4,77.5,80.8,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,08-05-2018,13.97,27.82,2.89,9.77,7.55,2.92,0.88,5.77,33.45,7.79,2.62,55,Satisfactory,84,76.9,80.2,5.6,29.5,,,,,,,,,,,
Thiruvananthapuram,09-05-2018,23.21,42.75,2.9,13.19,9.36,2.66,1.01,5.79,34.32,7.79,2.62,67,Satisfactory,83.3,78.3,85.5,4.7,29.5,,,,,,,,,,,
Thiruvananthapuram,10-05-2018,11.28,28.12,2.79,11.06,8.15,2.63,0.86,6.3,30.24,7.79,2.62,54,Satisfactory,82.9,76.8,82.6,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,11-05-2018,12.24,28.73,2.97,10.15,7.71,2.9,0.96,6.78,27.94,7.79,2.62,62,Satisfactory,85.3,77.8,78.7,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,12-05-2018,9.12,21.4,2.89,9.79,7.48,3.11,0.88,6.54,27.47,7.79,2.62,54,Satisfactory,83.9,77.4,80.5,7.2,29.6,,,,,,,,,,,
Thiruvananthapuram,13-05-2018,9.35,23.59,3.04,8.45,6.96,3.55,0.8,7.13,34.91,7.79,2.62,54,Satisfactory,82.3,76.7,84,4.9,29.5,,,,,,,,,,,
Thiruvananthapuram,14-05-2018,10.52,24.27,3.05,12.44,9.09,4.38,0.77,6.43,40.44,7.79,2.62,56,Satisfactory,85.2,77,76.7,8.1,29.5,,,,,,,,,,,
Thiruvananthapuram,15-05-2018,26.65,46.65,2.92,15.18,10.45,3.81,1.06,7.11,41.88,7.79,2.62,64,Satisfactory,85.4,77.8,78,4.9,29.5,,,,,,,,,,,
Thiruvananthapuram,16-05-2018,28.45,50.52,3.08,10.55,8.1,3.65,0.95,6.16,39.76,7.79,2.62,70,Satisfactory,83.4,77.8,83.2,4.6,29.5,,,,,,,,,,,
Thiruvananthapuram,17-05-2018,21.54,33.39,3.27,8.35,7.1,3.32,0.96,4.77,34.53,7.79,2.62,60,Satisfactory,83.3,76.8,82.1,5.1,29.5,,,,,,,,,,,
Thiruvananthapuram,18-05-2018,8.96,23.2,3.2,8.44,6.91,3.27,0.89,5.58,31.18,7.79,2.62,56,Satisfactory,81.8,76,82.8,5.7,29.5,,,,,,,,,,,
