City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,Avg Temp,Avg dew point,Avg humidity,Avg windspeed,Avg pressure,,,,,,,,,,,
Thiruvananthapuram,30-09-2019,10.55,20.95,1.32,3.72,2.14,1.63,3.04,1.31,29.58,7.79,2.62,153,Moderate,82.1,75.6,81.5,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,01-10-2019,11.16,27.22,0.96,4.45,2.4,1.82,1.58,0.78,25.66,7.79,2.62,109,Moderate,83.2,75.5,78.6,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,02-10-2019,16.49,30.45,0.77,3.69,2.17,1.83,0.89,1.17,36.25,7.79,2.62,63,Satisfactory,82.6,76.4,81.9,5,29.6,,,,,,,,,,,
Thiruvananthapuram,03-10-2019,17.66,28.85,0.67,4.29,2.44,1.81,0.97,0.51,36.78,7.79,2.62,63,Satisfactory,82.7,78.5,86.8,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,04-10-2019,15.35,31.23,0.84,4.26,2.39,1.86,0.9,0.75,32.22,7.79,2.62,60,Satisfactory,82.2,76.2,83.6,5.5,29.6,,,,,,,,,,,
Thiruvananthapuram,05-10-2019,16.49,33.07,0.7,3,1.9,1.86,0.85,1.42,33.96,7.79,2.62,56,Satisfactory,82.1,75.1,80.3,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,06-10-2019,13.44,28.23,0.81,3.25,1.93,1.72,0.75,1.79,36.08,7.79,2.62,62,Satisfactory,80.5,75.9,86.7,5.8,29.6,,,,,,,,,,,
Thiruvananthapuram,07-10-2019,7.42,22.56,0.85,3.18,1.88,1.61,0.74,1.21,28.73,7.79,2.62,48,Good,81.9,75.1,81.1,6.3,29.6,,,,,,,,,,,
Thiruvananthapuram,08-10-2019,7.99,19.94,0.64,3.36,1.94,1.84,0.7,0.89,37.35,7.79,2.62,57,Satisfactory,82.5,76.8,83.2,6,29.6,,,,,,,,,,,
Thiruvananthapuram,09-10-2019,15.64,34.77,1,4.8,2.6,2.03,0.9,1.73,29.73,7.79,2.62,55,Satisfactory,82.2,75.9,82.4,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,10-10-2019,18.4,33.61,0.98,4.23,2.42,2.02,0.84,0.95,40.39,7.79,2.62,67,Satisfactory,81.2,76,85.5,4.1,29.6,,,,,,,,,,,
Thiruvananthapuram,11-10-2019,12.32,29.79,0.7,4.47,2.5,1.88,0.9,2.16,29.86,7.79,2.62,58,Satisfactory,80.4,76.4,87.9,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,12-10-2019,8.51,28.76,0.94,4.36,7.54,1.57,0.97,1.38,13.35,7.79,2.62,63,Satisfactory,80.9,76.2,86.6,4,29.6,,,,,,,,,,,
Thiruvananthapuram,13-10-2019,9.63,21.86,0.66,2.97,6.73,1.78,0.75,1.55,15.9,7.79,2.62,54,Satisfactory,82.5,77,83.9,4,28.9,,,,,,,,,,,
Thiruvananthapuram,14-10-2019,17.32,28.23,0.85,4.47,2.49,3.24,0.95,1.04,14.38,7.79,2.62,64,Satisfactory,82,76.8,84.8,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,15-10-2019,16.53,29.12,0.85,4.47,7.6,3.38,1.09,0.92,15.67,7.79,2.62,67,Satisfactory,81,76.7,87.3,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,16-10-2019,17.68,33.51,1.04,4.57,2.55,2.64,1.07,1.93,21.96,7.79,2.62,71,Satisfactory,80.7,75,83.8,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,17-10-2019,8.59,20.77,0.76,4.52,2.56,2.39,0.91,1.25,20.8,7.79,2.62,56,Satisfactory,80.2,75.6,87.2,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,18-10-2019,27.8,23.21,0.77,3.85,2.23,1.9,0.94,1.18,18.36,7.79,2.62,59,Satisfactory,80.3,75.3,85.5,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,19-10-2019,14.56,23.21,0.94,3.87,2.21,1.85,0.96,0.95,25.87,7.79,2.62,61,Satisfactory,79.4,75.5,88.5,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,20-10-2019,14.56,13.9,0.85,3.4,2.04,1.73,0.81,0.68,28.29,7.79,2.62,56,Satisfactory,79.6,74.8,86.4,7.6,29.6,,,,,,,,,,,
Thiruvananthapuram,21-10-2019,14.56,16.67,0.88,3.28,1.9,2.3,0.81,1.21,25.61,7.79,2.62,51,Satisfactory,82,76.4,84.1,6.2,29.6,,,,,,,,,,,
Thiruvananthapuram,22-10-2019,16.05,22.5,0.84,3.44,2.03,2.08,0.81,1.72,30.12,7.79,2.62,60,Satisfactory,81,76.5,86.5,7.5,29.6,,,,,,,,,,,
Thiruvananthapuram,23-10-2019,8.03,21.1,1.09,4.11,2.38,1.98,0.91,1.43,26.67,7.79,2.62,60,Satisfactory,79.4,74.8,87,2.9,29.6,,,,,,,,,,,
Thiruvananthapuram,24-10-2019,24,33.55,0.59,3.58,2.22,1.8,1.16,2.18,26.54,7.79,2.62,72,Satisfactory,82.3,74.6,78.7,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,25-10-2019,41.09,37.78,0.65,3.14,2.04,1.66,1,0.73,25.26,7.79,2.62,79,Satisfactory,81.6,74.9,81.3,5.7,29.6,,,,,,,,,,,
Thiruvananthapuram,26-10-2019,39.27,36.28,0.52,2.34,1.61,1.69,0.84,1.29,23.88,7.79,2.62,58,Satisfactory,82.5,76.5,82.8,6,29.6,,,,,,,,,,,
Thiruvananthapuram,27-10-2019,30.64,42.3,0.53,2.52,1.74,1.62,0.85,1.58,27.95,7.79,2.62,63,Satisfactory,79.8,76.3,89.8,2.9,29.5,,,,,,,,,,,
Thiruvananthapuram,28-10-2019,14.82,35.83,0.52,3.14,2.03,1.48,1.13,1.47,26.25,7.79,2.62,69,Satisfactory,79.5,75.2,87.8,5,29.5,,,,,,,,,,,
Thiruvananthapuram,29-10-2019,18.2,33.99,0.52,2.43,1.65,1.35,1.02,1.11,27.21,7.79,2.62,77,Satisfactory,77.3,74.6,92.1,7.7,29.6,,,,,,,,,,,
Thiruvananthapuram,30-10-2019,3.18,10.54,0.53,2.55,1.65,1.3,0.76,0.97,31.97,7.79,2.62,68,Satisfactory,76,72.9,90.2,6.5,29.6,,,,,,,,,,,
Thiruvananthapuram,31-10-2019,7.75,12.23,0.63,2.88,1.93,1.3,0.82,1.07,39.53,7.79,2.62,61,Satisfactory,81.2,74.9,81.9,4.1,29.6,,,,,,,,,,,
Thiruvananthapuram,01-11-2019,13.74,28.72,0.67,4.03,2.49,1.46,1.03,2.54,27.43,7.79,2.62,62,Satisfactory,82.5,75.4,79.8,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,02-11-2019,22.02,37.35,0.58,3.87,2.47,1.55,1.04,5.44,30.05,7.79,2.62,69,Satisfactory,81.2,75.8,84.2,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,03-11-2019,19.35,31.71,0.88,2.6,1.89,1.42,0.95,9.18,34.48,7.79,2.62,60,Satisfactory,82.9,76,80.8,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,04-11-2019,17.01,27.28,0.93,2.92,2.11,1.6,0.92,9.53,36.96,7.79,2.62,59,Satisfactory,83.5,75,76.8,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,05-11-2019,26.2,50.49,0.97,3.85,2.52,1.77,1.09,10.17,37.51,7.79,2.62,66,Satisfactory,83.2,75.8,79.5,5.6,29.6,,,,,,,,,,,
Thiruvananthapuram,06-11-2019,21.36,50.81,0.92,3.98,2.57,1.97,1.1,9.44,41.04,7.79,2.62,67,Satisfactory,84.2,76.4,78.5,6.3,29.6,,,,,,,,,,,
Thiruvananthapuram,07-11-2019,21.4,45.02,0.9,3.18,2.18,2.09,0.95,9.01,40.88,7.79,2.62,65,Satisfactory,83.6,76,78.9,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,08-11-2019,19.01,47.27,0.96,3.47,2.26,2.61,1.08,8.21,32.8,7.79,2.62,65,Satisfactory,82,75.4,82,5,29.6,,,,,,,,,,,
Thiruvananthapuram,09-11-2019,14.52,31.08,0.88,2.51,1.84,2.47,1.01,9.28,35.34,7.79,2.62,64,Satisfactory,81.8,75.8,83.2,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,10-11-2019,9.64,30.39,0.94,2.16,1.68,2.38,1.02,8.68,32.36,7.79,2.62,63,Satisfactory,82.9,75.9,80.6,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,11-11-2019,18.73,39.27,0.92,3.25,2.14,3.16,1.12,9.43,38.87,7.79,2.62,69,Satisfactory,83.7,75,76.4,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,12-11-2019,21.32,49.25,0.92,4.56,2.93,4.71,1.26,8.44,34.03,7.79,2.62,71,Satisfactory,83,75.1,78.1,3.3,29.6,,,,,,,,,,,
Thiruvananthapuram,13-11-2019,39.67,67.61,0.94,5.78,3.49,4.29,1.83,10.05,35.31,7.79,2.62,95,Satisfactory,84.3,75.4,75.7,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,14-11-2019,28.95,56.88,1.09,5.87,3.35,3.38,3.71,9.64,28.46,7.79,2.62,136,Moderate,84.1,76.6,78.9,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,15-11-2019,22.08,48.96,0.93,4.16,2.84,3.43,2.03,9.71,34.36,7.79,2.62,111,Moderate,82.3,77.3,85.6,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,16-11-2019,21.53,35.95,0.57,3.55,2.18,2.77,4.11,9.91,24.68,7.79,2.62,156,Moderate,82.6,77.3,84.9,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,17-11-2019,13.55,27.57,0.88,2.59,1.87,2.85,0.83,7.1,27.76,7.79,2.62,61,Satisfactory,84,77.1,80.5,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,18-11-2019,30.45,51.91,0.52,4.45,2.53,2.67,1.06,7.93,31.24,7.79,2.62,67,Satisfactory,82.3,75.8,81.5,3.3,29.6,,,,,,,,,,,
Thiruvananthapuram,19-11-2019,25.22,45.85,5.19,14.47,10.82,5.04,1.08,8.84,25.21,7.79,2.62,72,Satisfactory,83.2,75.8,79.3,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,20-11-2019,22.23,43.29,10.09,17.41,17.46,12.84,1.01,9.3,28.4,7.79,2.62,80,Satisfactory,80.3,75.5,86,3.6,29.6,,,,,,,,,,,
Thiruvananthapuram,21-11-2019,24.63,39.84,12.3,21.11,21.23,11.54,1.09,9.27,24.04,7.79,2.62,71,Satisfactory,82.6,76.3,82.6,3.6,29.6,,,,,,,,,,,
Thiruvananthapuram,22-11-2019,16.2,35.35,10.12,21.44,19.49,11.82,1.12,9.61,27.77,7.79,2.62,76,Satisfactory,84.6,75.9,75.6,3,29.6,,,,,,,,,,,
Thiruvananthapuram,23-11-2019,22.78,53.49,15.77,23.24,23.25,11.04,1.5,8.61,17.12,7.79,2.62,91,Satisfactory,83.4,75.2,77.9,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,24-11-2019,19.88,49.09,8.13,18.38,16.26,11.36,1.13,9.27,32.53,7.79,2.62,83,Satisfactory,82.8,75.8,80.2,3.5,29.5,,,,,,,,,,,
Thiruvananthapuram,25-11-2019,20.91,42.3,10.11,20.14,18.93,10.05,1.24,8.56,29.64,7.79,2.62,76,Satisfactory,84.7,76.5,77.1,4.3,29.5,,,,,,,,,,,
Thiruvananthapuram,26-11-2019,23.36,47.81,12.82,26.13,24.32,11.06,1.32,9.23,33.3,7.79,2.62,93,Satisfactory,84.6,77.8,80.7,4.7,29.5,,,,,,,,,,,
Thiruvananthapuram,27-11-2019,39.81,65.38,11.52,24.52,22.41,11.69,1.3,9.93,32.06,7.79,2.62,83,Satisfactory,85.3,76.1,74.9,4.2,29.5,,,,,,,,,,,
Thiruvananthapuram,28-11-2019,22.79,40.69,12.94,21.22,21.79,10.36,1.2,8.17,29.61,7.79,2.62,80,Satisfactory,83.2,77.4,83,3.8,29.6,,,,,,,,,,,
Thiruvananthapuram,29-11-2019,22.79,49.72,10.07,21.72,19.74,10.26,1.29,8.76,27.88,7.79,2.62,82,Satisfactory,80.4,76.9,89.5,3,29.6,,,,,,,,,,,
Thiruvananthapuram,30-11-2019,11.23,25.41,11.01,20.93,20.08,7.95,1.1,7.86,22.96,7.79,2.62,73,Satisfactory,81.2,75,82.9,6.1,29.6,,,,,,,,,,,
Thiruvananthapuram,01-12-2019,11.17,13.3,7.47,9.46,11.05,8.1,0.8,7.79,24.27,7.79,2.62,61,Satisfactory,83,76.8,82.2,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,02-12-2019,16.88,31.62,10.56,16.98,17.62,8.71,1.12,8.27,27.85,7.79,2.62,72,Satisfactory,81.3,77.1,86.9,3.2,29.6,,,,,,,,,,,
Thiruvananthapuram,03-12-2019,25.81,51.14,17.12,24.3,26.85,7.4,1.63,9.56,21.71,7.79,2.62,90,Satisfactory,83.8,76.5,79.9,4,29.6,,,,,,,,,,,
Thiruvananthapuram,04-12-2019,27.99,52.39,17.56,23.43,26.66,8.48,1.47,8.54,26.59,7.79,2.62,96,Satisfactory,81.4,77,87,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,05-12-2019,37.99,58.52,12.38,17.64,19.31,9.35,1.2,8.2,32.49,7.79,2.62,88,Satisfactory,82.4,77,84.4,3.8,29.6,,,,,,,,,,,
Thiruvananthapuram,06-12-2019,32.3,58,8.9,18.07,16.84,10.18,1.14,8.98,58.08,7.79,2.62,90,Satisfactory,81.5,76.3,85.5,4,29.6,,,,,,,,,,,
Thiruvananthapuram,07-12-2019,24.68,64.6,8,21.04,17.66,10.57,1.34,9.09,39.31,7.79,2.62,90,Satisfactory,83,76.6,81.8,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,08-12-2019,17.82,39.35,8.27,14.82,14.57,9.93,1.16,8.48,40.55,7.79,2.62,76,Satisfactory,83.4,77.5,83,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,09-12-2019,17.78,44.54,10.73,24.86,21.91,9.65,1.33,9.68,43.46,7.79,2.62,79,Satisfactory,84.3,76,77.3,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,10-12-2019,27.24,57.7,10.02,23.66,20.7,11.18,1.33,9.46,45.3,7.79,2.62,88,Satisfactory,83,78.2,85.3,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,11-12-2019,34.11,59.92,10.47,24.62,21.56,11.78,1.4,9.49,40.34,7.79,2.62,91,Satisfactory,81.8,77.7,87.5,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,12-12-2019,27.66,49.24,9.75,23.7,20.5,11.67,1.4,9.24,42.26,7.79,2.62,87,Satisfactory,82.9,78.5,86.8,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,13-12-2019,39.57,61.92,8.91,21.3,18.53,11.86,1.44,9.56,41.61,7.79,2.62,91,Satisfactory,80.3,76.7,89.6,3.8,29.6,,,,,,,,,,,
Thiruvananthapuram,14-12-2019,17.89,42.06,8.57,14.27,14.52,9.53,1.3,8.33,32.31,7.79,2.62,78,Satisfactory,81.7,76.4,84.7,3.5,29.6,,,,,,,,,,,
Thiruvananthapuram,15-12-2019,19.4,46.41,12.46,21.04,21.28,10.09,1.47,8.9,31.46,7.79,2.62,88,Satisfactory,82.3,75,79.4,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,16-12-2019,32.25,63.77,12.38,26.23,23.97,10.36,1.56,11.62,40.86,7.79,2.62,92,Satisfactory,82.8,74.6,77.2,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,17-12-2019,29.26,51.31,6.96,12.41,12.22,12.02,1.2,7.76,43.04,7.79,2.62,80,Satisfactory,82.9,71.7,69.3,3.5,29.6,,,,,,,,,,,
Thiruvananthapuram,18-12-2019,34.5,66.25,8.7,30.54,23.3,11.91,1.49,11.15,47.89,7.79,2.62,98,Satisfactory,83.8,74.8,75.1,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,19-12-2019,21.36,48.09,11.13,22.06,20.74,12.28,1.39,10.05,38.84,7.79,2.62,90,Satisfactory,77.9,74.7,90.9,4.1,29.6,,,,,,,,,,,
Thiruvananthapuram,20-12-2019,29.94,57.02,10.27,24.17,21.16,12.42,1.56,9.48,29.93,7.79,2.62,97,Satisfactory,81.1,76.6,86.6,4,29.6,,,,,,,,,,,
Thiruvananthapuram,21-12-2019,30.65,52.52,15.45,24.07,25.32,11.7,1.58,10.2,39.35,7.79,2.62,102,Moderate,83.4,75,77.4,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,22-12-2019,38.11,63.31,9.09,21.6,18.84,12,1.53,9.74,46.2,7.79,2.62,97,Satisfactory,82.7,75.8,80.5,4.1,29.6,,,,,,,,,,,
Thiruvananthapuram,23-12-2019,44.8,68.62,9.91,23.69,20.62,12.09,1.66,9.65,42.96,7.79,2.62,96,Satisfactory,83,77.4,83.7,3.7,29.6,,,,,,,,,,,
Thiruvananthapuram,24-12-2019,51.96,80.62,19.87,29.92,32.04,12.66,1.94,9.43,38.6,7.79,2.62,101,Moderate,83.6,76.6,79.9,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,25-12-2019,36.39,58.38,8.72,16.66,15.91,13.11,1.56,9.57,46.83,7.79,2.62,99,Satisfactory,83.5,76.8,80.9,6,29.6,,,,,,,,,,,
Thiruvananthapuram,26-12-2019,12.52,38.64,8.87,16.21,15.81,11.92,1.59,9.48,47.93,7.79,2.62,92,Satisfactory,82.5,76.5,83.2,5,29.6,,,,,,,,,,,
Thiruvananthapuram,27-12-2019,21.29,49.14,31.49,24.75,38.7,10.92,1.89,9.29,29.09,7.79,2.62,103,Moderate,81.5,74.2,80.1,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,28-12-2019,32.54,62.85,16.91,29.29,28.18,14.12,1.63,8.58,37.06,7.79,2.62,89,Satisfactory,81.5,73,76.4,3.9,29.6,,,,,,,,,,,
Thiruvananthapuram,29-12-2019,45.06,72.67,10.38,27.49,23.01,9.93,2.26,9.3,44.11,7.79,2.62,110,Moderate,82.4,75.5,80.7,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,30-12-2019,44.74,73.72,10.75,27.32,23.22,9.58,1.94,8.64,43.56,7.79,2.62,108,Moderate,83.1,75.7,79.2,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,31-12-2019,40.42,68.57,11.58,26.8,23.62,10.18,1.49,9.03,40.43,7.79,2.62,92,Satisfactory,82.8,76.9,83,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,01-01-2020,35.96,65.09,9.66,23.08,20.09,12.88,1.41,10.15,42.93,7.79,2.62,85,Satisfactory,83.2,76.1,80.2,4.7,29.7,,,,,,,,,,,
Thiruvananthapuram,02-01-2020,36.18,60.26,9.42,21.04,18.82,13.5,0.96,8.78,37.71,7.79,2.62,70,Satisfactory,84.2,77.3,80.3,5.6,29.6,,,,,,,,,,,
Thiruvananthapuram,03-01-2020,39.12,65.79,12.86,24.75,23.57,14.34,0.76,8.87,34.07,7.79,2.62,72,Satisfactory,83,77.3,83.9,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,04-01-2020,30.58,55.05,10.39,19.58,18.82,13.76,0.92,7.68,46.14,7.79,2.62,78,Satisfactory,83.8,77.6,81.8,4.2,29.6,,,,,,,,,,,
Thiruvananthapuram,05-01-2020,27.03,43.67,8.19,17.5,15.92,13.76,0.85,8.36,43.66,7.79,2.62,71,Satisfactory,83.6,76.7,80.3,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,06-01-2020,36.85,74.23,12.41,27.71,24.79,13.68,1.12,9.65,36.49,7.79,2.62,75,Satisfactory,84,76.2,78.2,4.6,29.6,,,,,,,,,,,
Thiruvananthapuram,07-01-2020,30.37,59.51,14.76,30.16,28,11.43,1.12,9.47,35.13,7.79,2.62,75,Satisfactory,82,75,80.3,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,08-01-2020,16.57,37.56,7.44,15.99,14.51,10.52,0.84,7.55,35.46,7.79,2.62,73,Satisfactory,82,75,80.5,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,09-01-2020,31.99,57.01,11.33,23.64,21.74,10.42,0.99,8.15,40.21,7.79,2.62,74,Satisfactory,81.3,75.2,82.9,3.8,29.6,,,,,,,,,,,
Thiruvananthapuram,10-01-2020,46.1,65.95,10.7,24.85,21.84,10.2,1.06,8.58,33.62,7.79,2.62,82,Satisfactory,81.2,74.4,81.2,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,11-01-2020,35.23,55.43,11.59,30,25.34,10.54,1.01,9.89,46.81,7.79,2.62,89,Satisfactory,82.2,73.3,75.9,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,12-01-2020,34.52,50.54,8.91,22.22,19.01,11.28,0.82,10.6,50.65,7.79,2.62,83,Satisfactory,81.3,72.9,76.6,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,13-01-2020,45.18,72,9.89,26.77,22.24,13.4,0.97,9.13,51.15,7.79,2.62,87,Satisfactory,81.3,74.7,81.6,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,14-01-2020,48.75,85.45,9.38,26.54,21.71,12.97,0.91,8.56,58.43,7.79,2.62,82,Satisfactory,80.6,72.7,78.5,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,15-01-2020,61.78,90.09,8.02,25.43,20,13.8,1.06,8.77,58.14,7.79,2.62,97,Satisfactory,81.1,72.5,76,4,29.6,,,,,,,,,,,
Thiruvananthapuram,16-01-2020,47.74,74.82,10.18,27.92,23.08,13.92,0.97,8.71,54.89,7.79,2.62,98,Satisfactory,82,74.7,79.9,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,17-01-2020,38.16,69.87,9.09,24.09,20.17,14.39,0.95,8.61,54.29,7.79,2.62,85,Satisfactory,83.8,74.6,74.8,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,18-01-2020,31.66,59.79,11.3,24.82,22.34,17.61,0.88,9.17,46.57,7.79,2.62,68,Satisfactory,83.8,76.7,79.5,3.7,29,,,,,,,,,,,
Thiruvananthapuram,19-01-2020,28.79,56.6,9.67,23.12,20.12,17.17,0.94,8.79,38.07,7.79,2.62,66,Satisfactory,83.9,75.7,77.6,4.5,29.6,,,,,,,,,,,
Thiruvananthapuram,20-01-2020,31.86,58.42,12.36,24.67,23.15,15.22,1.15,7.65,29.1,7.79,2.62,79,Satisfactory,83.3,76,79.7,4.1,29.6,,,,,,,,,,,
Thiruvananthapuram,21-01-2020,25.78,52.01,11.01,22.73,20.99,12.71,1.04,8.05,34.92,7.79,2.62,65,Satisfactory,83.8,75.8,77.6,4.6,29.6,,,,,,,,,,,
Thiruvananthapuram,22-01-2020,22.57,55.34,11.28,22.81,21.27,12.35,0.99,8.46,37.51,7.79,2.62,66,Satisfactory,84.5,77.3,79.4,5.3,29.6,,,,,,,,,,,
Thiruvananthapuram,23-01-2020,25.61,53.17,12.37,23.56,22.52,11.63,1.06,8.76,33.38,7.79,2.62,65,Satisfactory,84.2,77,79.7,5,29.6,,,,,,,,,,,
Thiruvananthapuram,24-01-2020,30.53,60.35,9.63,21.07,19.01,11.88,1.06,7.8,36.8,7.79,2.62,66,Satisfactory,82.9,73,73.5,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,25-01-2020,29.85,65.88,10.49,22.96,20.7,11.39,1.03,7.75,41.96,7.79,2.62,71,Satisfactory,81.7,73.8,77.8,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,26-01-2020,29.88,55.09,8.15,17.18,15.71,9.91,0.85,8.42,52.55,7.79,2.62,71,Satisfactory,81.2,73.3,78,4,29.6,,,,,,,,,,,
Thiruvananthapuram,27-01-2020,28.72,59.45,8.98,20,17.9,10.35,0.87,9.13,53.33,7.79,2.62,71,Satisfactory,81.6,73.9,79.2,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,28-01-2020,38.14,80.21,8.58,22.43,18.86,11.06,0.97,8.24,53.45,7.79,2.62,77,Satisfactory,82.3,73,75,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,29-01-2020,55.14,91.03,8.9,26.53,21.31,10.71,1.13,9.48,52.46,7.79,2.62,94,Satisfactory,82.3,74.4,78.1,4.6,29.6,,,,,,,,,,,
Thiruvananthapuram,30-01-2020,50.29,88.7,7.82,20.44,17.2,11.9,1.07,9.09,53.25,7.79,2.62,93,Satisfactory,83.5,74.3,74.2,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,31-01-2020,43.18,86.73,8.62,23.19,19.26,14.26,1.05,8.28,56.73,7.79,2.62,98,Satisfactory,83.6,74.2,74.7,6,29.6,,,,,,,,,,,
Thiruvananthapuram,01-02-2020,42.92,71.66,8.23,18.95,16.72,14.53,0.92,7.65,51.58,7.79,2.62,83,Satisfactory,83.8,75.6,77.4,5.2,29,,,,,,,,,,,
Thiruvananthapuram,02-02-2020,32.97,57.62,8.1,16.57,15.36,14.34,0.83,7.72,55.43,7.79,2.62,69,Satisfactory,83.1,73.5,74.1,4.9,29.6,,,,,,,,,,,
Thiruvananthapuram,03-02-2020,38.13,68.97,9.36,24.45,20.58,14.4,1.04,7.37,47.23,7.79,2.62,73,Satisfactory,83,75.1,77.9,4.4,29.6,,,,,,,,,,,
Thiruvananthapuram,04-02-2020,30.37,53.71,9.94,20.46,18.92,14.86,0.88,9.16,44.03,7.79,2.62,65,Satisfactory,83.1,73.8,74.9,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,05-02-2020,36.27,62.33,8.88,19.56,17.58,13.96,1,8.28,41.08,7.79,2.62,69,Satisfactory,83.3,74.6,76,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,06-02-2020,27.97,60.73,8.36,17.95,16.31,13.32,0.87,8.51,46.71,7.79,2.62,71,Satisfactory,83.6,76.7,80.3,5.1,29.7,,,,,,,,,,,
Thiruvananthapuram,07-02-2020,32,56.28,9.4,16.95,16.61,12.38,0.92,9.66,40.6,7.79,2.62,63,Satisfactory,83.7,75.8,78.1,5.8,29.7,,,,,,,,,,,
Thiruvananthapuram,08-02-2020,38.32,61.92,9.56,17.99,17.3,13.06,0.98,10.1,48.19,7.79,2.62,70,Satisfactory,83.9,76,78.2,4.7,29.6,,,,,,,,,,,
Thiruvananthapuram,09-02-2020,36.14,60.54,7.77,18.42,16.08,11.37,0.95,10.59,51.13,7.79,2.62,68,Satisfactory,83.5,76.7,80.6,5.1,29.6,,,,,,,,,,,
Thiruvananthapuram,10-02-2020,98.87,134.53,8.71,23.62,19.62,19.45,1.29,10.76,52.3,7.79,2.62,215,Poor,83.5,75.9,79.1,4.3,29.6,,,,,,,,,,,
Thiruvananthapuram,11-02-2020,39.01,70.15,9.95,23.63,20.62,12.64,1.02,11.91,46.07,7.79,2.62,84,Satisfactory,84.8,76.5,77.3,4.8,29.6,,,,,,,,,,,
Thiruvananthapuram,12-02-2020,36.41,64.86,4.89,22.49,15.94,12.89,1.09,10.17,44.08,7.79,2.62,72,Satisfactory,84.8,76.5,76.6,5.2,29.6,,,,,,,,,,,
Thiruvananthapuram,13-02-2020,42.33,69.38,9.31,21.5,21.6,14.09,1.15,8.53,43.74,7.79,2.62,73,Satisfactory,84.4,76.3,77.6,5,29.6,,,,,,,,,,,
Thiruvananthapuram,14-02-2020,37.2,63.63,8.61,22.65,27.09,10.73,0.87,5.63,48.64,7.79,2.62,83,Satisfactory,84.3,76.4,77.7,4.6,29.6,,,,,,,,,,,
